51304180354,cef,265,265
51304208233,agf,119,6
51304230156,dag,144,84
51304274754,caf,68,36
51304288951,fac,229,109
51304313209,gdf,292,47
51304315821,eec,11,119
51304330229,dab,95,18
51304394617,bcg,69,235
51304399868,cgb,100,151
51304400087,ccd,144,94
51304404002,ecb,132,135
51304414824,abd,34,168
51304434789,ffb,245,166
51304466527,bbc,170,224
51304482083,bae,71,80
51304483784,ege,254,220
51304498782,aec,61,161
51304571583,fee,119,85
51304634927,eed,92,25
51304641897,adf,218,299
51304671703,ggb,153,136
51304688907,bba,179,298
51304784550,cge,18,9
51304810266,eef,109,170
51304821192,fea,105,61
51304849091,bdd,23,327
51304875384,add,122,19
51304883256,ccf,202,149
51304897362,adf,165,269
51304911178,aaf,274,295
51304923149,abc,62,158
51304930270,egc,20,118
51304962215,aaa,112,108
51304962981,ggd,7,257
51304983265,cdg,72,252
51304997666,fbc,210,196
51305060125,fgg,53,119
51305080791,cga,10,205
51305089237,bad,72,242
51305089519,dec,175,274
51305098983,egg,27,171
51305099073,gce,57,270
51305107823,dgd,208,105
51305126891,cad,240,194
51305204079,cbf,153,160
51305215436,faf,174,143
51305215688,gec,80,193
51305218256,cae,5,297
51305255930,abf,193,108
51305258852,cad,121,211
51305289461,ceb,50,106
51305293780,fgc,117,246
51305369665,egd,231,275
51305390719,abb,230,260
51305402363,fcb,186,13
51305412133,acb,219,46
51305429942,gea,120,299
51305462674,ggg,127,93
51305463178,dge,198,92
51305464059,dgb,226,247
51305466540,bcb,270,227
51305467181,eba,218,234
51305500714,gcf,144,142
51305519499,gec,8,169
51305520439,def,150,7
51305523615,eeb,25,251
51305544133,ffb,200,132
51305578662,ccg,155,289
51305601179,ccb,10,265
51305626076,fbe,49,258
51305645447,ded,270,284
51305655833,ebg,109,9
51305696349,faf,173,160
51305696755,fdc,14,210
51305707378,bfd,187,190
51305738093,fba,295,261
51305747344,bgd,201,20
51305757543,daa,274,134
51305760473,aba,146,78
51305765946,fff,114,291
51305770279,eda,153,152
51305780489,bag,35,92
51305783994,edg,172,184
51305797544,bdd,154,284
51305798920,gae,245,208
51305808905,afa,159,160
51305815946,dbf,202,185
51305818507,cgg,270,43
51305851541,fgb,144,153
51305859475,ffc,147,101
51305911514,efc,221,78
51305919776,gec,295,174
51305945262,bcg,133,190
51305950434,bcc,194,131
51305952382,eeg,213,334
51305956014,cfc,226,22
51305966691,faa,285,24
51305994032,ffa,101,120
51306024645,ggc,184,146
51306066862,dgg,173,156
51306079987,ebc,44,279
51306100638,abc,230,154
51306110327,fda,278,259
51306151620,dde,275,258
51306160285,efg,107,257
51306160315,bae,105,80
51306184616,eea,228,258
51306216392,cfd,273,296
51306228924,eea,98,234
51306260307,bda,34,72
51306270150,agg,299,155
51306270401,cag,175,258
51306273081,gde,290,198
51306298209,adg,278,162
51306302244,bec,204,111
51306318920,dfb,157,96
51306335001,dbe,144,60
51306390025,ded,105,301
51306392804,bab,94,67
51306412728,ead,75,157
51306413000,dcf,248,53
51306417077,bgg,162,193
51306451830,fdb,297,162
51306455052,efe,222,101
51306458862,agc,205,101
51306482749,bac,276,317
51306489515,gfc,132,58
51306493598,afb,293,78
51306498304,dfa,174,69
51306511675,gfb,62,254
51306539575,aeb,181,195
51306559418,ged,178,152
51306580390,afb,219,89
51306593471,gfa,59,228
51306605493,agg,117,125
51306609696,bee,139,207
51306615051,efb,119,291
51306615381,dgf,226,94
51306620424,eae,124,292
51306621187,gca,130,213
51306626325,fbe,121,273
51306632559,dag,84,73
51306663778,fgc,233,209
51306676448,gbd,242,172
51306678178,gcd,299,54
51306684332,gff,169,266
51306731294,cfg,133,6
51306748686,cef,270,219
51306761966,cdb,252,298
51306788680,acc,33,184
51306790949,abb,168,257
51306800872,ccg,39,300
51306804998,fad,132,232
51306810344,fgc,139,196
51306816880,egd,161,310
51306830063,edd,149,278
51306839277,bga,198,105
51306839913,ddc,113,82
51306860726,gfe,103,193
51306869020,fbf,226,256
51306884885,aba,220,69
51306890172,aab,141,98
51306891171,bbb,262,285
51306912701,bda,56,85
51306927114,ddb,263,325
51306952258,fdc,111,249
51306963603,bcd,66,103
51306972242,bfb,285,303
51306984115,bbf,101,197
51307005254,fae,55,61
51307008079,fcd,150,184
51307010248,gcb,296,105
51307030390,dcg,169,26
51307033635,acg,36,298
51307040838,bfc,242,274
51307043993,cff,195,48
51307070930,feb,196,75
51307078708,dcg,66,22
51307100070,cab,154,67
51307103055,dgb,139,244
51307109331,ddf,29,213
51307146781,cdd,165,18
51307152953,cfe,83,297
51307174628,fgd,245,176
51307184665,gaa,214,246
51307188512,aed,233,182
51307207775,afd,142,201
51307240305,dac,75,251
51307272579,agd,235,25
51307304117,ceg,271,92
51307332916,cfa,91,191
51307336878,baa,143,145
51307351756,aea,285,110
51307357856,gac,153,188
51307363859,dca,75,256
51307381481,dgf,203,95
51307394956,cda,299,290
51307398149,edb,84,291
51307430511,bec,205,92
51307440343,gad,185,39
51307446592,dbe,53,54
51307486266,gdb,298,129
51307490995,cea,88,209
51307522331,deg,136,129
51307533766,fda,245,233
51307542919,fde,180,217
51307574130,ebb,86,118
51307576854,ebd,276,237
51307588494,cec,23,142
51307594270,ffg,129,58
51307604169,cee,179,95
51307637822,dda,295,48
51307638301,ada,36,192
51307646033,cdc,175,272
51307666684,beb,208,158
51307691388,ffd,276,88
51307717407,acd,257,205
51307719664,aee,128,114
51307825933,age,88,49
51307842878,bgf,172,129
51307866316,eeb,98,288
51307868090,ebc,195,239
51307882658,cac,241,278
51307926047,gbb,14,225
51307937431,dga,57,129
51307957561,bce,144,176
51307965484,cge,239,7
51307980555,gbd,138,156
51308012983,bed,266,291
51308026699,gaa,77,231
51308027082,dag,59,83
51308037107,fdg,270,173
51308038006,cff,112,43
51308102896,geb,237,195
51308113825,abe,161,184
51308121576,edf,3,260
51308130342,agc,276,103
51308130574,cab,150,58
51308151912,aab,289,103
51308217469,cdg,124,252
51308221998,fbg,10,251
51308231079,gda,23,121
51308250060,fcd,57,213
51308259820,cdb,200,250
51308261353,fdd,193,56
51308266876,aca,64,39
51308267589,gge,73,265
51308270650,edb,67,253
51308281519,gaf,14,258
51308283418,dbc,12,252
51308320915,gfc,36,50
51308322422,agf,271,5
51308322952,aaf,241,256
51308326359,cfc,122,21
51308328265,ebf,225,162
51308349100,fee,268,75
51308355992,bbd,197,129
51308416630,dfc,110,210
51308417953,gbf,78,207
51308431541,fbd,251,209
51308451992,eee,88,272
51308455611,cde,216,237
51308456520,gag,78,109
51308464014,cbd,174,180
51308464248,ddg,141,35
51308486921,bde,232,160
51308502070,bac,45,304
51308525856,gab,34,114
51308531096,fca,38,84
51308535391,bbe,22,110
51308541065,gef,295,156
51308581078,cad,209,189
51308582523,gga,142,79
51308583322,afe,15,13
51308589187,fdf,33,197
51308614014,gge,219,230
51308633757,gfg,160,185
51308653377,ecc,14,254
51308655483,fae,198,57
51308669657,gcg,19,259
51308673142,dee,176,97
51308686978,bge,56,245
51308711768,agg,248,138
51308723274,gbc,99,170
51308728804,bcf,36,319
51308767838,fde,285,182
51308769056,eeg,89,367
51308773123,bbb,175,253
51308804507,ffe,201,43
51308842128,ebg,41,10
51308859991,gcg,214,292
51308890618,bda,137,76
51308897036,ead,59,178
51308912145,cec,190,117
51308948327,edc,245,297
51308954897,caa,140,7
51308974532,dcd,129,226
51309039745,dfd,86,41
51309085027,cad,218,168
51309085997,eab,149,261
51309089711,dae,2,63
51309092717,fdd,28,63
51309096820,gdg,222,317
51309099464,gdd,280,291
51309106692,fga,152,173
51309116457,ebg,147,10
51309119128,cdc,35,272
51309122404,gae,189,235
51309141865,bfe,5,79
51309150572,ade,45,13
51309178383,eff,61,119
51309201246,bea,60,122
51309214589,beg,41,58
51309216972,fba,239,271
51309250212,bgd,253,19
51309254029,eed,102,24
51309254122,dce,228,117
51309276705,fcc,66,225
51309295600,cfd,265,263
51309336048,ecf,291,216
51309347375,gac,54,203
51309383625,dba,279,197
51309390829,afc,46,161
51309394145,aga,77,91
51309402087,ccc,96,101
51309411286,bca,80,69
51309415407,gdb,251,105
51309415547,cff,277,38
51309426218,bdc,106,98
51309444983,bfa,125,103
51309449385,adc,159,254
51309464941,ebe,61,155
51309472242,dea,245,264
51309478781,deb,241,37
51309494280,efd,140,291
51309495654,dgc,227,253
51309497677,aae,145,115
51309498102,cbc,20,89
51309505326,fff,222,311
51309527386,cca,47,217
51309565197,cce,156,281
51309572881,cba,124,149
51309606693,aga,192,79
51309619845,dea,201,300
51309650675,faf,121,148
51309656289,aeg,229,221
51309668722,cbb,62,202
51309678080,gba,97,206
51309684820,gge,103,202
51309689042,cgd,201,21
51309699615,ega,257,69
51309710614,bgc,255,103
51309741157,aef,22,98
51309746373,bdg,95,256
51309747701,fef,54,148
51309752332,bbe,170,95
51309753942,fgf,150,211
51309757188,fec,212,153
51309760315,eag,256,155
51309762931,gdc,143,164
51309775811,ccb,101,283
51309779581,gee,110,146
51309783873,ecg,136,214
51309798883,gcc,235,60
51309823384,gca,37,221
51309829880,gde,171,211
51309830679,cdd,105,14
51309873833,ddd,79,44
51309882945,bgf,290,152
51309885438,cgf,170,56
51309888952,fge,239,265
51309894395,ffc,223,92
51309914922,baf,210,110
51309937057,dgb,224,275
51309951745,acf,135,49
51309957111,gfd,291,245
51309957801,dbg,250,5
51309966683,afg,191,141
51309967652,cdf,256,211
51309978076,bef,186,91
51309979990,fac,56,102
51309982392,fag,236,146
51309988634,dfe,81,245
51310013921,cfb,250,257
51310016188,gcc,210,53
51310017838,ced,287,6
51310024269,dcg,58,18
51310035938,cfg,176,6
51310047149,ecb,187,156
51310076358,faa,131,23
51310090698,eca,121,187
51310111518,dbe,73,48
51310115517,fea,95,62
51310134644,gca,253,236
51310140567,cba,125,141
51310141397,efa,106,152
51310141857,deb,260,29
51310168055,def,218,8
51310182769,dbc,208,264
51310191164,ede,11,98
51310200037,ddg,216,40
51310203035,ccf,138,123
51310205300,cbd,156,192
51310215979,dba,89,165
51310239065,ggf,49,243
51310248252,fbb,11,41
51310249894,abf,31,108
51310253806,bgd,94,21
51310263000,dge,203,100
51310281523,aeb,247,173
51310291107,ece,99,210
51310292146,bba,134,238
51310295540,cae,102,255
51310296327,dfd,54,43
51310297216,afd,197,209
51310320276,bcd,145,114
51310329840,acd,259,213
51310333885,gaa,140,194
51310339028,gda,72,106
51310363313,daf,23,40
51310373135,efg,173,205
51310375693,acc,13,167
51310405167,gcc,165,42
51310408520,dgb,100,242
51310410290,bbc,298,257
51310436673,ace,118,5
51310445508,def,234,7
51310468388,egf,125,259
51310478976,bff,81,174
51310510746,dbd,228,147
51310570920,abg,131,40
51310584578,ebd,186,194
51310621337,cba,104,143
51310648750,fgb,123,166
51310658836,ded,243,316
51310661713,eff,14,138
51310664270,fbe,269,256
51310683499,bgd,39,17
51310705190,eaf,273,74
51310706301,egf,286,277
51310730799,fdc,245,271
51310752610,eac,152,110
51310766673,cfc,167,20
51310775152,fcf,61,51
51310786719,fbc,195,160
51310790878,eaf,296,82
51310821823,acf,168,39
51310839819,adb,189,49
51310853933,dae,193,67
51310854076,gbf,71,227
51310871460,dff,84,148
51310903730,fed,120,230
51310945220,fcg,80,210
51310965165,eef,183,185
51310967372,bfg,235,26
51310983835,ceb,148,85
51310996854,bbg,136,138
51311003087,cea,195,177
51311014783,eea,207,278
51311020334,gdf,299,39
51311039746,ccc,239,84
51311052377,cef,104,234
51311068794,ebf,24,191
51311074081,gbe,175,167
51311091441,aba,22,82
51311100410,egb,82,83
51311106941,ffd,294,102
51311115036,aad,64,187
51311163015,cbe,52,31
51311183740,dbf,21,186
51311202755,fce,5,135
51311223438,dac,123,240
51311228341,fdf,6,210
51311229986,aec,280,138
51311239486,add,206,22
51311254789,faa,132,26
51311255187,caa,115,5
51311327571,bga,134,97
51311349711,dgg,225,129
51311369078,eec,85,124
51311410474,cgg,67,35
51311421329,gbg,24,152
51311446147,bge,159,254
51311447994,fdc,7,216
51311464056,cgc,41,208
51311467304,caa,140,5
51311515972,eab,275,242
51311519463,gcf,16,137
51311520445,dde,97,281
51311541272,ccg,248,315
51311553834,cea,242,187
51311556946,aff,281,204
51311561645,cfb,156,262
51311584297,ecd,48,110
51311605804,bfd,159,172
51311621375,ggc,127,164
51311635689,dad,195,138
51311694669,edg,276,217
51311702296,eaa,229,232
51311725202,gae,6,220
51311755067,dbb,144,80
51311759475,fdg,138,153
51311771418,dcc,182,209
51311783411,afe,108,15
51311786563,afa,97,179
51311805128,gec,147,139
51311859916,bcg,235,188
51311884134,cde,55,237
51311889634,fab,227,188
51311897985,ded,183,303
51311898804,aac,252,213
51311951815,gea,172,254
51311954099,ccd,140,97
51311963242,caf,85,40
51312026116,ace,147,5
51312043333,bbf,204,228
51312049373,cfa,107,213
51312096540,dab,157,15
51312114502,bec,64,108
51312115697,dfb,153,109
51312120902,eae,165,239
51312128677,ada,117,224
51312139899,bag,281,92
51312144837,gdd,39,256
51312168842,fbf,233,302
51312183051,cfg,168,5
51312193537,adg,48,152
51312204288,adf,204,223
51312205835,ddc,248,86
51312206311,fcc,135,189
51312206481,cac,30,311
51312207798,feg,120,236
51312235840,cda,182,255
51312237023,bbd,235,139
51312243042,eda,234,150
51312246020,gfa,111,198
51312246109,dag,290,76
51312258439,gbc,85,142
51312267801,bde,242,177
51312275640,dcd,69,228
51312280761,cce,90,278
51312294743,dfa,119,81
51312298715,agf,107,5
51312300854,ccf,127,126
51312322587,bgb,195,235
51312325579,cbg,226,55
51312345456,bdb,18,43
51312347667,fda,264,205
51312356655,ade,203,13
51312358494,gfe,198,229
51312371170,ddc,204,74
51312378215,dcb,249,153
51312389212,fbb,187,37
51312430548,baf,281,115
51312432552,bdf,57,40
51312436483,aag,174,127
51312441919,bec,279,95
51312471736,fca,49,94
51312484709,fee,245,66
51312490843,cfc,27,23
51312505109,efc,191,68
51312530920,gbf,117,249
51312540138,cbf,114,139
51312550896,baa,271,156
51312563534,ebc,153,253
51312568536,bed,212,282
51312581008,gfd,179,222
51312581159,cef,288,187
51312582104,bad,69,229
51312596782,bfd,112,139
51312638022,gbf,133,236
51312654574,dgd,153,103
51312666741,eac,4,125
51312697332,cfg,156,5
51312739466,ffa,48,120
51312740534,geg,213,200
51312743067,dcf,85,51
51312744445,dec,279,249
51312772924,fgf,236,234
51312775644,aff,239,224
51312781151,egc,168,97
51312788728,gde,29,181
51312799092,ege,185,259
51312808132,ddb,218,292
51312824018,dbe,274,44
51312826892,fgc,299,160
51312836457,ggb,63,125
51312853994,efa,71,138
51312878556,cfg,180,5
51312889211,gfg,293,172
51312893954,ccg,259,283
51312903004,gaf,197,255
51312917769,bfb,290,299
51312938195,afc,54,138
51312943890,efc,253,68
51313008103,caa,170,5
51313019049,dbe,181,37
51313031742,adf,185,182
51313051293,bea,91,108
51313092700,ecc,196,289
51313112458,fad,270,199
51313113099,ceg,272,103
51313173562,fgd,164,186
51313176045,ggd,286,267
51313192058,cfa,2,200
51313193947,deg,230,131
51313269489,gca,270,245
51313308229,fea,115,65
51313322744,egd,290,353
51313323385,fgg,90,134
51313326273,dfg,229,42
51313360992,daa,260,119
51313366206,gea,264,226
51313386578,gdf,236,37
51313401123,ece,139,231
51313410976,gad,211,39
51313421830,eab,161,251
51313423835,dfc,248,186
51313437348,edd,99,291
51313449542,ggb,224,140
51313489340,dff,19,162
51313496740,gdg,181,329
51313517855,cdf,5,248
51313518920,ega,163,69
51313524290,fee,99,73
51313528224,gce,80,321
51313555311,gbb,54,227
51313575281,afe,145,16
51313594057,bcb,73,211
51313606635,cfe,52,243
51313615041,cgb,76,158
51313623021,fda,1,209
51313660202,efd,117,250
51313666619,agb,286,138
51313687504,cdb,169,257
51313693461,cga,81,192
51313695313,cbe,33,30
51313721725,bde,262,169
51313740485,abd,204,152
51313773491,ead,20,169
51313890160,efe,289,97
51313974593,eae,228,279
51313977242,fac,19,92
51313978887,aee,252,106
51314007767,aaa,150,119
51314013058,ecb,214,157
51314034153,cfa,99,178
51314046229,bab,274,67
51314072566,age,66,51
51314113580,ebe,1,167
51314153595,dce,18,119
51314155239,gcd,5,48
51314162854,bba,155,264
51314171350,bfe,241,84
51314172516,aaa,182,130
51314181714,aec,104,147
51314188384,gda,288,85
51314190213,ddc,183,77
51314204655,bcg,130,212
51314238583,eaf,88,95
51314240825,eab,83,243
51314256494,cce,32,319
51314258799,ggf,284,252
51314259782,fdb,282,162
51314263186,fbd,216,167
51314263755,bgf,71,156
51314270430,efb,33,261
51314305845,acb,53,51
51314338286,fcb,32,14
51314356661,aaa,206,111
51314373457,baf,152,92
51314404560,dbg,170,5
51314410095,aea,135,123
51314418355,fgd,51,163
51314429639,fae,210,62
51314430912,dfb,298,117
51314475081,eed,74,19
51314485009,cge,54,6
51314495222,dca,86,250
51314498573,ffg,224,55
51314503924,acg,120,298
51314527839,ggg,23,100
51314534096,egc,269,107
51314547218,edb,137,280
51314558930,fbg,210,200
51314576696,eba,212,224
51314578546,cca,87,199
51314584305,bde,11,169
51314655154,eac,225,107
51314668505,bbb,260,230
51314703221,bcc,194,154
51314703843,ffc,40,88
51314709407,fga,197,166
51314712355,gcc,246,42
51314714425,ffe,87,46
51314752117,beg,46,58
51314753074,cgg,68,40
51314770002,gde,104,173
51314790873,baf,293,82
51314812284,ffb,210,137
51314812769,fag,72,151
51314816446,cce,167,331
51314822374,cfe,290,213
51314823671,aff,83,228
51314849672,ece,271,228
51314861425,afc,199,135
51314881398,edf,202,278
51314919250,bff,143,160
51314921037,bad,71,192
51314931564,acc,1,188
51314955389,ege,295,277
51314983134,abe,18,213
51314998629,ded,27,360
51315002252,cfc,258,18
51315002908,egg,245,193
51315030912,gdb,201,90
51315046390,cfg,149,5
51315055348,bdd,169,241
51315056531,abf,78,92
51315073993,cee,89,77
51315079453,afd,290,219
51315084353,fdd,195,74
51315103531,bdf,192,34
51315125409,dae,233,55
51315139281,dec,63,271
51315188101,fed,4,223
51315219016,dbc,36,242
51315229069,dcc,82,227
51315253580,acd,294,223
51315267870,gfc,66,48
51315276004,bad,235,186
51315287449,dfd,223,48
51315296879,ffc,245,88
51315297216,gdg,84,375
51315302866,fcd,129,181
51315319368,aac,170,227
51315324217,ged,272,127
51315353152,gfb,162,264
51315364122,abc,282,133
51315377672,fbe,19,235
51315382477,fdg,286,162
51315387942,agf,244,5
51315395987,bgc,159,103
51315399835,bdc,237,110
51315415735,bae,94,84
51315439653,ede,22,85
51315450975,cgb,79,162
51315452626,cbc,227,103
51315472621,aca,264,42
51315493086,bee,20,194
51315504833,gdc,45,168
51315506866,eag,162,168
51315513221,feb,79,87
51315520741,agb,265,162
51315537097,dge,212,92
51315544117,cfd,97,244
51315544593,bbc,99,233
51315552971,eab,201,243
51315564611,afd,227,256
51315585003,bbf,272,207
51315608252,bag,64,103
51315609088,cff,16,45
51315618582,agc,251,109
51315636521,acf,144,44
51315654115,ggc,52,149
51315683267,cec,9,139
51315728039,aaa,278,105
51315728838,gff,30,276
51315736567,abb,100,239
51315738380,aea,158,130
51315745062,bgg,214,160
51315745215,ebg,52,8
51315756099,dfa,114,76
51315805733,gag,150,123
51315806450,eee,152,296
51315815822,eda,264,120
51315822406,dcb,226,125
51315836661,ggd,240,245
51315886589,bbe,69,108
51315894368,edb,239,224
51315899332,ecg,55,214
51315902400,bdg,99,240
51315902579,edc,61,249
51315925570,egf,160,299
51315929477,bda,294,87
51315956276,cdd,112,15
51316000089,dgc,5,247
51316008346,cab,151,61
51316010273,gec,112,147
51316013083,eaa,146,245
51316026164,cac,91,261
51316061541,fgg,255,156
51316063111,beb,194,162
51316074823,dbd,225,145
51316080448,ege,283,263
51316092271,aad,215,203
51316094848,cbe,128,26
51316107282,fab,217,199
51316118667,gea,52,257
51316141687,ccd,113,77
51316150201,bga,164,84
51316177943,bbc,91,200
51316178958,bed,130,279
51316182248,eca,93,158
51316204205,bga,127,80
51316221728,cag,239,211
51316244503,cdg,70,201
51316263075,aeg,244,218
51316266013,ddd,148,38
51316272722,afb,6,105
51316276246,gcb,25,88
51316278405,gcg,205,286
51316300612,dad,16,138
51316301299,gbg,259,168
51316303761,acg,46,253
51316310933,fge,66,315
51316312813,gae,14,209
51316322962,aed,5,187
51316327174,ecg,193,231
51316335956,fad,57,236
51316336087,bae,286,75
51316340154,age,20,58
51316351657,cac,51,211
51316353585,ddf,263,221
51316378287,dag,266,82
51316379115,ebf,222,185
51316402408,dcg,91,18
51316442476,cdb,250,264
51316458708,gcc,294,43
51316467517,bca,171,58
51316510954,beb,71,187
51316511898,aaf,212,227
51316516479,dgg,10,127
51316528186,cfa,19,163
51316562338,cbd,220,193
51316620681,gba,218,241
51316625691,fee,214,77
51316636774,ece,135,264
51316639445,agc,10,91
51316640961,aff,64,259
51316648934,cbc,239,82
51316665528,dff,77,189
51316683163,afd,192,230
51316705072,ged,210,119
51316706178,gfa,3,166
51316764214,dgf,239,84
51316776583,ddf,130,232
51316779666,fae,193,73
51316805670,gbd,233,173
51316859833,dcb,232,122
51316860058,bfd,82,133
51316863748,dgc,14,237
51316869527,fcd,167,182
51316871688,bac,83,285
51316874115,bdg,225,276
51316901594,cee,294,80
51316903687,ecd,272,104
51316912479,eeb,223,236
51316918113,bgc,284,89
51316926237,fcg,158,243
51316934423,geb,29,183
51316950379,dcd,252,191
51316950656,bfc,17,268
51316957672,cad,198,146
51316960241,eeg,176,385
51316964042,bac,228,236
51316964128,dbb,230,80
51316972746,dda,135,40
51316978827,bgf,198,152
51317006375,fba,138,224
51317028031,aae,64,97
51317039424,bff,175,185
51317048653,baa,187,160
51317053926,ebf,279,196
51317084283,fbe,166,265
51317085902,dgb,257,193
51317089618,gee,54,169
51317104193,dfe,86,232
51317108532,ebb,23,126
51317135554,eab,230,284
51317192009,bcb,93,183
51317213545,acb,9,56
51317216500,agd,225,23
51317244985,dac,51,225
51317260616,dac,40,195
51317271070,ccf,186,104
51317281303,fdf,154,184
51317310593,dff,200,168
51317330920,cef,26,220
51317378222,abg,199,32
51317386594,gce,39,321
51317395143,egb,71,84
51317405528,fbb,183,36
51317411821,dcc,58,245
51317426396,efb,43,261
51317438391,cbb,109,177
51317511786,aba,290,89
51317512103,gdf,3,32
51317531931,bcg,3,228
51317540346,daf,83,44
51317541123,dga,50,136
51317544601,gga,137,79
51317552618,bga,79,72
51317562119,eff,298,154
51317582837,ged,129,127
51317584742,aga,120,67
51317592963,cda,7,275
51317622347,efe,88,108
51317623085,gab,278,92
51317636181,dfd,165,52
51317636535,edf,174,241
51317659470,ccg,174,328
51317674468,faf,43,158
